timestamp,OriginWeather,OriginRegion,OriginCountry,OriginCityName,OriginAirportID,Origin,DistanceKilometers,AvgTicketPrice,Cancelled,Carrier,DestAirportID,DestCityName,DestCountry,DestLocation,DestRegion,DestWeather
"Jun 2, 2023 @ 17:25:05.000",Rain,"ES-M",ES,Madrid,MAD,"Adolfo Suarez Madrid— Barajas Airport","8,737.887","$509.17",false,"ES-Air",UIO,Quito,EC,"POINT (-78.3575 -0.129166667)","SE-BD",Rain
"Jun 2, 2023 @ 17:22:36.000",Rain,"US-NC",US,"Raleigh/Durham",RDU,"Raleigh Durham International Airport","1,469.971","$102.96",false,JetBeats,RST,Rochester,US,"POINT (-92.5 43.90829849)","US-MN",Cloudy
"Jun 2, 2023 @ 17:22:36.000",Cloudy,"SE-BD",JP,Tokoname,NGO,"Chubu Centrair International Airport","8,568.639","$740.66",false,"Logstash Airways",SFO,"San Francisco",US,"POINT (-122.375 37.61899948)","US-CA",Sunny
"Jun 2, 2023 @ 17:21:12.000","Thunder & Lightning","SE-BD",IN,Hyderabad,HYD,"Rajiv Gandhi International Airport","6,818.156","$630.07",false,"Logstash Airways",TV01,Treviso,IT,"POINT (12.1944 45.648399)","IT-34","Thunder & Lightning"
"Jun 2, 2023 @ 17:18:24.000",Cloudy,"US-IL",US,Peoria,PIA,"General Wayne A. Downing Peoria International Airport","2,596.999","$149.22",false,"ES-Air",SAN,"San Diego",US,"POINT (-117.1900024 32.73360062)","US-CA","Damaging Wind"
"Jun 2, 2023 @ 17:16:31.000",Clear,"US-NC",US,Charlotte,CLT,"Charlotte Douglas International Airport","8,095.763","$801.05",false,"ES-Air",EZE,"Buenos Aires",AR,"POINT (-58.5358 -34.8222)","SE-BD",Sunny
"Jun 2, 2023 @ 17:12:34.000","Heavy Fog","IT-25",IT,Milan,MI12,"Malpensa International Airport","1,152.122","$395.33",false,"Logstash Airways",WAW,Warsaw,PL,"POINT (20.96710014 52.16569901)","PL-MZ",Clear
"Jun 2, 2023 @ 17:10:17.000",Rain,"US-NC",US,Charlotte,CLT,"Charlotte Douglas International Airport","11,059.38","$430.11",false,JetBeats,NRT,Tokyo,JP,"POINT (140.3860016 35.76470184)","SE-BD","Heavy Fog"
"Jun 2, 2023 @ 17:07:23.000",Clear,"IT-25",IT,Milan,MI11,"Milano Linate Airport","9,158.939","$956.7",true,"ES-Air",CTS,"Chitose / Tomakomai",JP,"POINT (141.6920013 42.77519989)","SE-BD","Damaging Wind"
"Jun 2, 2023 @ 17:05:02.000",Sunny,"IE-D",IE,Dublin,DUB,"Dublin Airport","7,087.358","$314.42",false,"Kibana Airlines",DEL,"New Delhi",IN,"POINT (77.103104 28.5665)","SE-BD","Damaging Wind"
"Jun 2, 2023 @ 17:04:27.000","Damaging Wind","IT-52",IT,Pisa,PI05,"Pisa International Airport","9,188.981","$327.46",false,"ES-Air",PVG,Shanghai,CN,"POINT (121.8050003 31.14340019)","SE-BD","Damaging Wind"
"Jun 2, 2023 @ 17:03:05.000",Rain,"US-AZ",US,Tucson,TUS,"Tucson International Airport","9,443.972","$674.42",false,"Kibana Airlines",TO11,Torino,IT,"POINT (7.64963 45.200802)","IT-21",Hail
"Jun 2, 2023 @ 16:51:38.000",Clear,"IT-82",IT,Catania,CT03,"Catania-Fontanarossa Airport","8,070.92","$633.98",false,"Kibana Airlines",XIY,"Xi'an",CN,"POINT (108.751999 34.447102)","SE-BD",Sunny
"Jun 2, 2023 @ 16:47:56.000",Cloudy,"SE-BD",JP,Osaka,KIX,"Kansai International Airport","10,962.23","$992.3",false,JetBeats,SAT,"San Antonio",US,"POINT (-98.46980286 29.53370094)","US-TX",Rain
"Jun 2, 2023 @ 16:45:47.000",Hail,"US-NC",US,Greensboro,GSO,"Piedmont Triad International Airport","12,142.678","$687.96",true,JetBeats,XIY,"Xi'an",CN,"POINT (108.751999 34.447102)","SE-BD",Clear
"Jun 2, 2023 @ 16:43:06.000",Hail,"US-PA",US,Erie,ERI,"Erie International Tom Ridge Field","5,857.509","$954.73",false,"Kibana Airlines",LTN,London,GB,"POINT (-0.368333012 51.87469864)","GB-ENG",Clear
"Jun 2, 2023 @ 16:39:14.000","Thunder & Lightning","SE-BD",AE,"Abu Dhabi",AUH,"Abu Dhabi International Airport","10,794.494","$345.7",false,"Kibana Airlines",YOW,Ottawa,CA,"POINT (-75.66919708 45.32249832)","CA-ON","Damaging Wind"
"Jun 2, 2023 @ 16:26:45.000",Cloudy,"SE-BD",CN,Beijing,PEK,"Beijing Capital International Airport","10,054.355","$595.19",false,"ES-Air",LAS,"Las Vegas",US,"POINT (-115.1520004 36.08010101)","US-NV",Cloudy
"Jun 2, 2023 @ 16:22:23.000",Cloudy,"SE-BD",PE,Lima,LIM,"Jorge Chavez International Airport","10,838.89","$319.47",true,"Kibana Airlines",FCO,Rome,IT,"POINT (12.2388889 41.8002778)","SE-BD","Heavy Fog"
"Jun 2, 2023 @ 16:19:02.000","Damaging Wind","CH-ZH",CH,Zurich,ZRH,"Zurich Airport",0,"$123.01",false,"ES-Air",ZRH,Zurich,CH,"POINT (8.54917 47.464699)","CH-ZH",Clear
"Jun 2, 2023 @ 16:05:28.000","Damaging Wind","DE-BE",DE,Berlin,TXL,"Berlin-Tegel Airport","7,804.931","$663.43",false,"ES-Air",MEM,Memphis,US,"POINT (-89.97669983 35.04240036)","US-TN",Cloudy
"Jun 2, 2023 @ 16:04:13.000",Clear,"ES-M",ES,Madrid,MAD,"Adolfo Suarez Madrid— Barajas Airport","484.099","$216.95",false,"Kibana Airlines",BCN,Barcelona,ES,"POINT (2.078459978 41.29710007)","ES-CT",Sunny
"Jun 2, 2023 @ 16:03:41.000","Thunder & Lightning","NO-02",NO,Oslo,OSL,"Oslo Gardermoen Airport","1,646.815","$496.78",false,"Kibana Airlines",VR10,Verona,IT,"POINT (10.8885 45.395699)","IT-34",Cloudy
"Jun 2, 2023 @ 16:02:45.000",Clear,"IT-52",IT,Pisa,PI05,"Pisa International Airport","9,850.518","$606.35",false,"ES-Air",HND,Tokyo,JP,"POINT (139.779999 35.552299)","SE-BD","Heavy Fog"
"Jun 2, 2023 @ 15:59:39.000","Thunder & Lightning","US-IL",US,Belleville,BLV,"Scott AFB/Midamerica Airport","7,609.62","$496.89",true,"Logstash Airways",TO11,Torino,IT,"POINT (7.64963 45.200802)","IT-21",Clear
"Jun 2, 2023 @ 15:57:28.000",Clear,"SE-BD",AU,Sydney,SYD,"Sydney Kingsford Smith International Airport","15,833.571","$737",false,JetBeats,SYR,Syracuse,US,"POINT (-76.10630035 43.11119843)","US-NY",Sunny
"Jun 2, 2023 @ 15:52:15.000",Sunny,"SE-BD",IN,Mumbai,BOM,"Chhatrapati Shivaji International Airport","6,415.105","$621.94",false,"Logstash Airways",CPH,Copenhagen,DK,"POINT (12.65600014 55.61790085)","DK-84",Cloudy
"Jun 2, 2023 @ 15:47:22.000",Clear,"SE-AB",SE,Stockholm,ARN,"Stockholm-Arlanda Airport","1,654.346","$298.82",false,JetBeats,VR10,Verona,IT,"POINT (10.8885 45.395699)","IT-34",Cloudy
"Jun 2, 2023 @ 15:40:52.000",Cloudy,"DK-84",DK,Copenhagen,CPH,"Copenhagen Kastrup Airport","12,071.618","$712.02",false,"Logstash Airways",EZE,"Buenos Aires",AR,"POINT (-58.5358 -34.8222)","AR-B",Clear
"Jun 2, 2023 @ 15:33:39.000",Hail,"IT-75",IT,Bari,BA02,"Bari Karol Wojty__a Airport","7,085.607","$967.61",false,"Kibana Airlines",YOW,Ottawa,CA,"POINT (-75.66919708 45.32249832)","CA-ON",Cloudy
"Jun 2, 2023 @ 15:29:39.000","Heavy Fog","SE-BD",AU,Adelaide,ADL,"Adelaide International Airport","15,457.673","$436.97",false,JetBeats,BO08,Bologna,IT,"POINT (11.2887 44.5354)","IT-45",Clear
"Jun 2, 2023 @ 15:28:15.000",Rain,"PR-U-A",PR,"San Juan",SJU,"Luis Munoz Marin International Airport","5,326.345","$439.38",false,"Kibana Airlines",SAN,"San Diego",US,"POINT (-117.1900024 32.73360062)","US-CA",Sunny
"Jun 2, 2023 @ 15:26:57.000",Hail,"SE-BD",AE,"Jebel Ali",DWC,"Al Maktoum International Airport","6,870.11","$812.1",false,JetBeats,CJU,"Jeju City",KR,"POINT (126.4929962 33.51129913)","SE-BD",Rain
"Jun 2, 2023 @ 15:19:57.000",Cloudy,"IT-72",IT,Naples,NA01,"Naples International Airport","7,981.397","$629.32",false,JetBeats,XHBU,Belogorsk,RU,"POINT (128.445007 51.169997)","RU-AMU",Rain
"Jun 2, 2023 @ 15:19:57.000",Cloudy,"DK-84",DK,Copenhagen,CPH,"Copenhagen Kastrup Airport","5,937.853","$950.17",false,"ES-Air",YOW,Ottawa,CA,"POINT (-75.66919708 45.32249832)","CA-ON",Sunny
"Jun 2, 2023 @ 15:19:17.000",Clear,"SE-BD",EC,Quito,UIO,"Mariscal Sucre International Airport","5,042.031","$657.44",false,"Kibana Airlines",YOW,Ottawa,CA,"POINT (-75.66919708 45.32249832)","CA-ON",Sunny
"Jun 2, 2023 @ 15:14:33.000",Clear,"SE-BD",JP,Tokyo,HND,"Tokyo Haneda International Airport","9,595.428","$518.97",false,JetBeats,VE05,Venice,IT,"POINT (12.3519 45.505299)","IT-34",Cloudy
"Jun 2, 2023 @ 15:11:25.000","Thunder & Lightning","SE-BD",JP,"Chitose / Tomakomai",CTS,"New Chitose Airport","10,385.779","$937.82",false,"ES-Air",ORF,Norfolk,US,"POINT (-76.20120239 36.89459991)","US-VA","Damaging Wind"
"Jun 2, 2023 @ 15:09:49.000",Hail,"SE-BD",IN,Mumbai,BOM,"Chhatrapati Shivaji International Airport","14,951.182","$493.39",true,"Logstash Airways",EZE,"Buenos Aires",AR,"POINT (-58.5358 -34.8222)","SE-BD",Clear
"Jun 2, 2023 @ 15:05:40.000",Sunny,"IT-45",IT,Bologna,BO08,"Bologna Guglielmo Marconi Airport","296.912","$239.52",false,JetBeats,TO11,Torino,IT,"POINT (7.64963 45.200802)","IT-21",Sunny
"Jun 2, 2023 @ 15:05:35.000",Clear,"CA-ON",CA,Ottawa,YOW,"Ottawa Macdonald-Cartier International Airport",0,"$128.46",false,JetBeats,YOW,Ottawa,CA,"POINT (-75.66919708 45.32249832)","CA-ON",Clear
"Jun 2, 2023 @ 15:05:29.000",Clear,"IT-82",IT,Palermo,PA03,"Falcone Borsellino Airport","9,318.806","$983.88",false,"ES-Air",GEG,Spokane,US,"POINT (-117.5339966 47.61989975)","US-WA",Cloudy
"Jun 2, 2023 @ 15:05:22.000",Cloudy,"IT-42",IT,Genova,GE01,"Genoa Cristoforo Colombo Airport","1,074.218","$257.39",false,"Logstash Airways",LTN,London,GB,"POINT (-0.368333012 51.87469864)","GB-ENG",Clear
"Jun 2, 2023 @ 15:00:36.000",Rain,"US-PA",US,Erie,ERI,"Erie International Tom Ridge Field","5,676.239","$957.45",false,"ES-Air",MAN,Manchester,GB,"POINT (-2.274950027 53.35369873)","GB-ENG","Thunder & Lightning"
"Jun 2, 2023 @ 14:52:49.000","Thunder & Lightning","US-NY",US,Syracuse,SYR,"Syracuse Hancock International Airport","6,661.739","$927.85",false,"ES-Air",TV01,Treviso,IT,"POINT (12.1944 45.648399)","IT-34",Rain
"Jun 2, 2023 @ 14:51:40.000",Hail,"FR-J",FR,Paris,CDG,"Charles de Gaulle International Airport","8,646.086","$855.82",false,"ES-Air",BOG,Bogota,CO,"POINT (-74.1469 4.70159)","CO-CUN",Cloudy
"Jun 2, 2023 @ 14:50:10.000",Sunny,"ES-M",ES,Madrid,MAD,"Adolfo Suarez Madrid— Barajas Airport","10,791.95","$719.29",false,"Kibana Airlines",HND,Tokyo,JP,"POINT (139.779999 35.552299)","SE-BD","Heavy Fog"
"Jun 2, 2023 @ 14:47:19.000",Sunny,"IT-34",IT,Verona,VR10,"Verona Villafranca Airport","7,927.48","$283.14",true,"ES-Air",XIY,"Xi'an",CN,"POINT (108.751999 34.447102)","SE-BD",Hail
"Jun 2, 2023 @ 14:39:14.000","Thunder & Lightning","ES-M",ES,Madrid,MAD,"Adolfo Suarez Madrid— Barajas Airport","2,062.219","$262.35",false,"ES-Air",CPH,Copenhagen,DK,"POINT (12.65600014 55.61790085)","DK-84","Thunder & Lightning"
"Jun 2, 2023 @ 14:36:42.000","Thunder & Lightning","SE-BD",CN,Chengdu,CTU,"Chengdu Shuangliu International Airport","8,121.066","$877.22",false,JetBeats,TO11,Torino,IT,"POINT (7.64963 45.200802)","IT-21",Clear
"Jun 2, 2023 @ 14:34:10.000",Hail,"US-TX",US,"San Antonio",SAT,"San Antonio International Airport","1,564.798","$245.68",false,"Logstash Airways",TPA,Tampa,US,"POINT (-82.53320313 27.97550011)","US-FL","Thunder & Lightning"
"Jun 2, 2023 @ 14:32:38.000",Rain,"SE-BD",AE,"Jebel Ali",DWC,"Al Maktoum International Airport","10,741.527","$934.3",false,JetBeats,BOS,Boston,US,"POINT (-71.00520325 42.36429977)","US-MA","Thunder & Lightning"
"Jun 2, 2023 @ 14:32:38.000",Clear,"SE-BD",AE,Dubai,DXB,"Dubai International Airport","13,674.713","$393.55",true,JetBeats,EZE,"Buenos Aires",AR,"POINT (-58.5358 -34.8222)","AR-B",Hail
"Jun 2, 2023 @ 14:31:51.000",Clear,"EC-P",EC,Quito,UIO,"Mariscal Sucre International Airport","9,919.85","$371.65",false,"ES-Air",PI05,Pisa,IT,"POINT (10.3927 43.683899)","IT-52",Rain
"Jun 2, 2023 @ 14:24:01.000",Hail,"US-IL",US,"Chicago/Rockford",RFD,"Chicago Rockford International Airport","13,724.947","$397.67",true,"Kibana Airlines",BLR,Bangalore,IN,"POINT (77.706299 13.1979)","SE-BD",Cloudy
"Jun 2, 2023 @ 14:23:42.000",Rain,"RU-MOS",RU,Moscow,SVO,"Sheremetyevo International Airport",0,"$170.15",true,"ES-Air",SVO,Moscow,RU,"POINT (37.4146 55.972599)","RU-MOS","Damaging Wind"
"Jun 2, 2023 @ 14:21:23.000",Clear,"IT-45",IT,Bologna,BO08,"Bologna Guglielmo Marconi Airport","1,740.17","$503.76",false,JetBeats,ARN,Stockholm,SE,"POINT (17.91860008 59.65190125)","SE-AB",Sunny
"Jun 2, 2023 @ 14:21:23.000",Sunny,"GB-ENG",GB,Manchester,MAN,"Manchester Airport","1,113.757","$886.8",true,"ES-Air",OSL,Oslo,NO,"POINT (11.10039997 60.19390106)","NO-02",Hail
"Jun 2, 2023 @ 14:17:33.000","Thunder & Lightning","SE-BD",IN,Mumbai,BOM,"Chhatrapati Shivaji International Airport","16,724.693","$357.62",true,"Logstash Airways",LIM,Lima,PE,"POINT (-77.114304 -12.0219)","SE-BD",Rain
"Jun 2, 2023 @ 14:13:16.000",Clear,"SE-AB",SE,Stockholm,ARN,"Stockholm-Arlanda Airport","1,617.389","$519.7",false,"Logstash Airways",VE05,Venice,IT,"POINT (12.3519 45.505299)","IT-34",Rain
"Jun 2, 2023 @ 14:11:15.000",Sunny,"US-NY",US,Buffalo,BUF,"Buffalo Niagara International Airport","7,517.814","$913.42",false,JetBeats,SVO,Moscow,RU,"POINT (37.4146 55.972599)","RU-MOS",Clear
"Jun 2, 2023 @ 14:04:28.000",Hail,"SE-BD",IT,Rome,FCO,"Leonardo da Vinci - Fiumicino Airport","729.183","$544.66",true,JetBeats,MUC,Munich,DE,"POINT (11.7861 48.353802)","DE-BY",Clear
"Jun 2, 2023 @ 14:04:08.000",Clear,"IT-72",IT,Naples,NA01,"Naples International Airport","8,900.425","$393.79",false,"Kibana Airlines",TUL,Tulsa,US,"POINT (-95.88809967 36.19839859)","US-OK",Rain
"Jun 2, 2023 @ 13:57:09.000","Damaging Wind","US-MO",US,"St Louis",STL,"St Louis Lambert International Airport","7,290.145","$769.79",true,"ES-Air",ARN,Stockholm,SE,"POINT (17.91860008 59.65190125)","SE-AB",Rain
"Jun 2, 2023 @ 13:52:50.000",Clear,"CA-AB",CA,Edmonton,CYEG,"Edmonton International Airport","6,591.098","$276.06",false,JetBeats,MAN,Manchester,GB,"POINT (-2.274950027 53.35369873)","GB-ENG","Damaging Wind"
"Jun 2, 2023 @ 13:51:13.000","Heavy Fog","SE-BD",IN,Bangalore,BLR,"Kempegowda International Airport","6,899.552","$588.02",false,JetBeats,JNB,Johannesburg,ZA,"POINT (28.246 -26.1392)","SE-BD",Clear
"Jun 2, 2023 @ 13:50:59.000",Cloudy,"CH-ZH",CH,Zurich,ZRH,"Zurich Airport",0,"$199.63",false,"Logstash Airways",ZRH,Zurich,CH,"POINT (8.54917 47.464699)","CH-ZH","Thunder & Lightning"
"Jun 2, 2023 @ 13:45:50.000",Sunny,"SE-BD",CN,Chengdu,CTU,"Chengdu Shuangliu International Airport","10,209.379","$840.72",false,"Kibana Airlines",JNB,Johannesburg,ZA,"POINT (28.246 -26.1392)","SE-BD",Cloudy
"Jun 2, 2023 @ 13:45:10.000",Rain,"SE-BD",KR,Seoul,GMP,"Gimpo International Airport","31.648","$222.12",true,JetBeats,ICN,Seoul,KR,"POINT (126.4509964 37.46910095)","SE-BD","Thunder & Lightning"
"Jun 2, 2023 @ 13:37:57.000",Rain,"DE-BY",DE,Munich,MUC,"Munich Airport","8,040.19","$753.89",false,JetBeats,TPA,Tampa,US,"POINT (-82.53320313 27.97550011)","US-FL",Sunny
"Jun 2, 2023 @ 13:35:41.000",Hail,"IT-21",IT,Torino,TO11,"Turin Airport","7,222.965","$688.26",false,JetBeats,YWG,Winnipeg,CA,"POINT (-97.23989868 49.90999985)","CA-MB",Clear
"Jun 2, 2023 @ 13:34:47.000",Clear,"NO-02",NO,Oslo,OSL,"Oslo Gardermoen Airport","385.911","$868.16",false,JetBeats,ARN,Stockholm,SE,"POINT (17.91860008 59.65190125)","SE-AB",Clear
"Jun 2, 2023 @ 13:31:35.000",Rain,"SE-BD",JP,Osaka,ITM,"Itami Airport","5,945.535","$377.29",false,JetBeats,HYD,Hyderabad,IN,"POINT (78.42985535 17.23131752)","SE-BD",Sunny
"Jun 2, 2023 @ 13:26:03.000",Rain,"CA-QC",CA,Montreal,YUL,"Montreal / Pierre Elliott Trudeau International Airport","10,421.61","$660.7",false,JetBeats,HND,Tokyo,JP,"POINT (139.779999 35.552299)","SE-BD",Cloudy
"Jun 2, 2023 @ 13:25:44.000",Clear,"US-IA",US,"Des Moines",DSM,"Des Moines International Airport","7,533.887","$497.66",false,JetBeats,ZRH,Zurich,CH,"POINT (8.54917 47.464699)","CH-ZH",Rain
"Jun 2, 2023 @ 13:21:34.000","Damaging Wind","US-IL",US,Belleville,BLV,"Scott AFB/Midamerica Airport","7,609.62","$471.3",true,"Logstash Airways",TO11,Torino,IT,"POINT (7.64963 45.200802)","IT-21",Sunny
"Jun 2, 2023 @ 13:17:24.000","Damaging Wind","PL-MZ",PL,Warsaw,WAW,"Warsaw Chopin Airport","6,933.395","$710.84",false,"ES-Air",XIY,"Xi'an",CN,"POINT (108.751999 34.447102)","SE-BD",Clear
"Jun 2, 2023 @ 13:13:38.000",Clear,"AT-9",AT,Vienna,VIE,"Vienna International Airport","604.978","$396.17",false,"Logstash Airways",ZRH,Zurich,CH,"POINT (8.54917 47.464699)","CH-ZH","Thunder & Lightning"
"Jun 2, 2023 @ 13:04:27.000",Sunny,"CA-QC",CA,Montreal,YUL,"Montreal / Pierre Elliott Trudeau International Airport","1,502.839","$424.33",false,JetBeats,BNA,Nashville,US,"POINT (-86.67819977 36.12450027)","US-TN",Cloudy
"Jun 2, 2023 @ 13:00:34.000",Cloudy,"IT-25",IT,Milan,MI12,"Malpensa International Airport","47.553","$140.17",false,"ES-Air",MI11,Milan,IT,"POINT (9.27674 45.445099)","IT-25",Sunny
"Jun 2, 2023 @ 12:58:58.000",Rain,"US-FL",US,Orlando,SFB,"Orlando Sanford International Airport","1,390.783","$141.39",false,JetBeats,STL,"St Louis",US,"POINT (-90.370003 38.748697)","US-MO","Heavy Fog"
"Jun 2, 2023 @ 12:51:14.000",Sunny,"SE-BD",IT,Rome,FCO,"Leonardo da Vinci - Fiumicino Airport","7,706.363","$756.64",false,"Kibana Airlines",SJU,"San Juan",PR,"POINT (-66.00180054 18.43939972)","PR-U-A",Clear
"Jun 2, 2023 @ 12:44:47.000",Sunny,"SE-BD",IN,Hyderabad,HYD,"Rajiv Gandhi International Airport","6,918.101","$314.69",false,"ES-Air",VR10,Verona,IT,"POINT (10.8885 45.395699)","IT-34",Rain
"Jun 2, 2023 @ 12:17:25.000",Rain,"CH-ZH",CH,Zurich,ZRH,"Zurich Airport",0,"$246.46",false,"ES-Air",ZRH,Zurich,CH,"POINT (8.54917 47.464699)","CH-ZH",Rain
"Jun 2, 2023 @ 12:10:14.000","Thunder & Lightning","SE-BD",AR,"Buenos Aires",EZE,"Ministro Pistarini International Airport","9,391.005","$632.65",false,"Kibana Airlines",PHX,Phoenix,US,"POINT (-112.012001 33.43429947)","US-AZ",Rain
"Jun 2, 2023 @ 12:07:42.000",Cloudy,"US-MO",US,"St Louis",STL,"St Louis Lambert International Airport","7,892.078","$443.43",false,"Logstash Airways",TV01,Treviso,IT,"POINT (12.1944 45.648399)","IT-34","Damaging Wind"
"Jun 2, 2023 @ 12:02:13.000",Clear,"SE-BD",KR,Seoul,ICN,"Incheon International Airport","9,821.175","$853.26",false,"ES-Air",SAN,"San Diego",US,"POINT (-117.1900024 32.73360062)","US-CA",Rain
"Jun 2, 2023 @ 11:59:55.000",Sunny,"DE-NW",DE,Cologne,CGN,"Cologne Bonn Airport","8,778.56","$766.53",false,"Kibana Airlines",JNB,Johannesburg,ZA,"POINT (28.246 -26.1392)","SE-BD",Sunny
"Jun 2, 2023 @ 11:53:52.000",Clear,"SE-BD",IN,Mumbai,BOM,"Chhatrapati Shivaji International Airport","7,221.029","$293.69",false,"Kibana Airlines",LHR,London,GB,"POINT (-0.461941 51.4706)","GB-ENG",Rain
"Jun 2, 2023 @ 11:50:10.000",Cloudy,"SE-BD",JP,Osaka,KIX,"Kansai International Airport","432.482","$129.02",true,"ES-Air",HND,Tokyo,JP,"POINT (139.779999 35.552299)","SE-BD",Hail
"Jun 2, 2023 @ 11:44:08.000",Clear,"US-CO",US,Denver,DEN,"Denver International Airport","12,426.316","$876.52",false,JetBeats,DEL,"New Delhi",IN,"POINT (77.103104 28.5665)","SE-BD","Thunder & Lightning"
"Jun 2, 2023 @ 11:44:08.000",Sunny,"SE-BD",JP,"Chitose / Tomakomai",CTS,"New Chitose Airport","8,594.364","$335.04",false,"Logstash Airways",VIE,Vienna,AT,"POINT (16.56970024 48.11029816)","AT-9",Sunny
"Jun 2, 2023 @ 11:39:48.000",Cloudy,"TR-34",TR,Istanbul,IST,"Ataturk International Airport","3,009.979","$979.36",false,"Logstash Airways",DXB,Dubai,AE,"POINT (55.36439896 25.25279999)","SE-BD",Clear
"Jun 2, 2023 @ 11:39:10.000",Rain,"CA-ON",CA,Toronto,YYZ,"Lester B. Pearson International Airport","6,784.902","$283.6",false,"ES-Air",VR10,Verona,IT,"POINT (10.8885 45.395699)","IT-34",Rain
"Jun 2, 2023 @ 11:36:30.000",Sunny,"DE-BY",DE,Munich,MUC,"Munich Airport","6,067.855","$623.55",false,"Kibana Airlines",PWM,Portland,US,"POINT (-70.30930328 43.64619827)","US-ME",Rain
"Jun 2, 2023 @ 11:33:12.000",Cloudy,"IT-42",IT,Genova,GE01,"Genoa Cristoforo Colombo Airport","493.172","$709.22",false,"Logstash Airways",MUC,Munich,DE,"POINT (11.7861 48.353802)","DE-BY",Hail
"Jun 2, 2023 @ 11:30:31.000",Cloudy,"DE-HE",DE,"Frankfurt am Main",FRA,"Frankfurt am Main Airport","7,123.674","$777.08",false,"Kibana Airlines",HYD,Hyderabad,IN,"POINT (78.42985535 17.23131752)","SE-BD",Rain
"Jun 2, 2023 @ 11:27:47.000","Damaging Wind","IT-34",IT,Treviso,TV01,"Treviso-Sant'Angelo Airport","9,668.927","$957.54",false,"ES-Air",TUS,Tucson,US,"POINT (-110.9410019 32.11610031)","US-AZ",Sunny
"Jun 2, 2023 @ 11:25:45.000",Clear,"SE-BD",JP,Tokyo,NRT,"Narita International Airport","7,017.755","$677.96",false,JetBeats,XLMO,Olenegorsk,RU,"POINT (33.46390152 68.15180206)","RU-MUR",Cloudy
"Jun 2, 2023 @ 11:25:26.000",Cloudy,"DK-84",DK,Copenhagen,CPH,"Copenhagen Kastrup Airport","679.459","$363.74",false,JetBeats,FRA,"Frankfurt am Main",DE,"POINT (8.570556 50.033333)","DE-HE",Rain
"Jun 2, 2023 @ 11:23:36.000","Damaging Wind","US-CT",US,Hartford,BDL,"Bradley International Airport","11,039.422","$881.1",false,"Kibana Airlines",ITM,Osaka,JP,"POINT (135.4380035 34.78549957)","SE-BD",Rain
"Jun 2, 2023 @ 11:22:15.000",Cloudy,"FR-J",FR,Paris,CDG,"Charles de Gaulle International Airport","1,900.015","$272.87",false,"Kibana Airlines",HEL,Helsinki,FI,"POINT (24.9633007 60.31719971)","FI-ES",Rain
"Jun 2, 2023 @ 11:19:09.000","Thunder & Lightning","DE-BY",DE,Munich,MUC,"Munich Airport","1,932.63","$376.98",false,"Logstash Airways",SVO,Moscow,RU,"POINT (37.4146 55.972599)","RU-MOS",Cloudy
"Jun 2, 2023 @ 11:07:03.000",Cloudy,"IT-82",IT,Catania,CT03,"Catania-Fontanarossa Airport","2,214.663","$837.21",false,"Logstash Airways",MAN,Manchester,GB,"POINT (-2.274950027 53.35369873)","GB-ENG","Heavy Fog"
"Jun 2, 2023 @ 11:03:40.000",Clear,"SE-BD",IN,Mumbai,BOM,"Chhatrapati Shivaji International Airport","7,201.803","$367.15",false,"ES-Air",LGW,London,GB,"POINT (-0.190277994 51.14810181)","GB-ENG",Cloudy
"Jun 2, 2023 @ 10:59:55.000","Heavy Fog","FI-ES",FI,Helsinki,HEL,"Helsinki Vantaa Airport","1,781.364","$824.04",true,"Kibana Airlines",ZRH,Zurich,CH,"POINT (8.54917 47.464699)","CH-ZH",Hail
"Jun 2, 2023 @ 10:58:25.000",Hail,"SE-BD",JP,Osaka,ITM,"Itami Airport","8,069.611","$675.55",false,"ES-Air",SEA,Seattle,US,"POINT (-122.3089981 47.44900131)","US-WA",Rain
"Jun 2, 2023 @ 10:53:42.000",Clear,"SE-BD",CN,Beijing,PEK,"Beijing Capital International Airport","10,472.665","$333.28",false,JetBeats,YUL,Montreal,CA,"POINT (-73.74079895 45.47060013)","CA-QC",Sunny
"Jun 2, 2023 @ 10:53:18.000",Cloudy,"IE-D",IE,Dublin,DUB,"Dublin Airport","5,477.906","$541.25",false,"Logstash Airways",IAD,Washington,US,"POINT (-77.45580292 38.94449997)","US-DC",Hail
"Jun 2, 2023 @ 10:41:59.000",Sunny,"US-MA",US,Boston,BOS,"General Edward Lawrence Logan International Airport","11,048.526","$576.63",false,"Logstash Airways",ITM,Osaka,JP,"POINT (135.4380035 34.78549957)","SE-BD",Sunny
"Jun 2, 2023 @ 10:40:26.000",Sunny,"IT-82",IT,Catania,CT03,"Catania-Fontanarossa Airport","8,618.297","$782.22",false,"Logstash Airways",BLV,Belleville,US,"POINT (-89.835197 38.5452)","US-IL",Clear
"Jun 2, 2023 @ 10:35:56.000",Rain,"US-CO",US,Denver,DEN,"Denver International Airport","4,954.972","$257.1",false,JetBeats,BOG,Bogota,CO,"POINT (-74.1469 4.70159)","SE-BD",Rain
"Jun 2, 2023 @ 10:35:24.000",Rain,"IT-45",IT,Bologna,BO08,"Bologna Guglielmo Marconi Airport","5,983.837","$858.91",false,"Logstash Airways",DEL,"New Delhi",IN,"POINT (77.103104 28.5665)","SE-BD",Cloudy
